"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr1",43933327,43934547,1221,"*","SRR11392448_bam_peak_101",27,".",2.71325,6.32258,2.73412,"Promoter (<=1kb)",1,43933647,43949405,15759,1,"22019","ENSMUST00000185579.6",0,"ENSMUSG00000041763","Tpp2","tripeptidyl peptidase II"
"chr1",44118415,44118640,226,"*","SRR11392448_bam_peak_102",19,".",2.42132,5.30742,1.99956,"Promoter (<=1kb)",1,44114784,44118701,3918,2,"72050","ENSMUST00000152643.1",61,"ENSMUSG00000026047","Poglut2","protein O-glucosyltransferase 2"
"chr1",44147953,44148224,272,"*","SRR11392448_bam_peak_103",43,".",2.78901,8.58359,4.39594,"Promoter (<=1kb)",1,44147932,44158255,10324,1,"22592","ENSMUST00000145406.1",21,"ENSMUSG00000026048","Ercc5","excision repair cross-complementing rodent repair deficiency, complementation group 5"
"chr1",45795579,45795879,301,"*","SRR11392448_bam_peak_104",33,".",2.83732,7.22644,3.3942,"Promoter (<=1kb)",1,45795507,45803929,8423,1,"73674","ENSMUST00000147308.1",72,"ENSMUSG00000025995","Wdr75","WD repeat domain 75"
"chr1",45925739,45926227,489,"*","SRR11392448_bam_peak_105",11,".",2.25432,4.14259,1.16248,"Promoter (<=1kb)",1,45915241,45925609,10369,2,"53945","ENSMUST00000191247.6",-130,"ENSMUSG00000025993","Slc40a1","solute carrier family 40 (iron-regulated transporter), member 1"
"chr1",46852730,46853004,275,"*","SRR11392448_bam_peak_106",10,".",2.26801,4.04353,1.09114,"Promoter (1-2kb)",1,46807544,46854046,46503,2,"227059","ENSMUST00000027131.5",1042,"ENSMUSG00000025986","Slc39a10","solute carrier family 39 (zinc transporter), member 10"
"chr1",50926496,50926723,228,"*","SRR11392448_bam_peak_107",14,".",2.37025,4.528,1.43781,"Promoter (<=1kb)",1,50927519,51187270,259752,1,"56363","ENSMUST00000081851.3",-796,"ENSMUSG00000026109","Tmeff2","transmembrane protein with EGF-like and two follistatin-like domains 2"
"chr1",50928097,50929047,951,"*","SRR11392448_bam_peak_108",14,".",2.45628,4.53379,1.44296,"Promoter (<=1kb)",1,50927519,51187270,259752,1,"56363","ENSMUST00000081851.3",578,"ENSMUSG00000026109","Tmeff2","transmembrane protein with EGF-like and two follistatin-like domains 2"
"chr1",51478000,51478831,832,"*","SRR11392448_bam_peak_109",23,".",2.55749,5.85277,2.39204,"Promoter (<=1kb)",1,51465862,51478399,12538,2,"109019","ENSMUST00000189542.6",0,"ENSMUSG00000026107","Nabp1","nucleic acid binding protein 1"
"chr1",52232082,52233670,1589,"*","SRR11392448_bam_peak_110",26,".",2.61231,6.18889,2.63761,"Promoter (<=1kb)",1,52163448,52233223,69776,2,"14660","ENSMUST00000114513.8",0,"ENSMUSG00000026103","Gls","glutaminase"
"chr1",52630722,52631345,624,"*","SRR11392448_bam_peak_111",32,".",2.95956,7.01622,3.23314,"Promoter (<=1kb)",1,52630737,52651919,21183,1,"227094","ENSMUST00000188507.6",0,"ENSMUSG00000043015","Nemp2","nuclear envelope integral membrane protein 2"
"chr1",52817249,52817777,529,"*","SRR11392448_bam_peak_112",19,".",2.33515,5.24335,1.95403,"Promoter (<=1kb)",1,52785427,52817688,32262,2,"16329","ENSMUST00000027271.8",0,"ENSMUSG00000026102","Inpp1","inositol polyphosphate-1-phosphatase"
"chr1",52845149,52845426,278,"*","SRR11392448_bam_peak_113",25,".",2.48354,6.02557,2.51769,"Promoter (<=1kb)",1,52845046,52920986,75941,1,"227095","ENSMUST00000044478.6",103,"ENSMUSG00000041426","Hibch","3-hydroxyisobutyryl-Coenzyme A hydrolase"
"chr1",52952695,52953354,660,"*","SRR11392448_bam_peak_114",12,".",2.40298,4.28998,1.26733,"Promoter (<=1kb)",1,52922324,52952844,30521,2,"67080","ENSMUST00000050567.10",0,"ENSMUSG00000043629","1700019D03Rik","RIKEN cDNA 1700019D03 gene"
"chr1",53296760,53297318,559,"*","SRR11392448_bam_peak_115",15,".",2.19596,4.70122,1.56258,"Promoter (<=1kb)",1,53189187,53297018,107832,2,"227099","ENSMUST00000027267.13",0,"ENSMUSG00000026098","Pms1","PMS1 homolog 1, mismatch repair system component"
"chr1",53313707,53314073,367,"*","SRR11392448_bam_peak_116",18,".",2.41303,5.10377,1.85294,"Promoter (<=1kb)",1,53313673,53326167,12495,1,"72085","ENSMUST00000135614.7",34,"ENSMUSG00000026096","Osgepl1","O-sialoglycoprotein endopeptidase-like 1"
"chr1",54194200,54194515,316,"*","SRR11392448_bam_peak_117",12,".",2.32413,4.26303,1.24994,"Promoter (<=1kb)",1,53806876,54194048,387173,2,"329152","ENSMUST00000120904.7",-152,"ENSMUSG00000042807","Hecw2","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2"
"chr1",54194989,54195208,220,"*","SRR11392448_bam_peak_118",18,".",2.59076,5.15713,1.89164,"Promoter (<=1kb)",1,53806882,54195034,388153,2,"329152","ENSMUST00000087659.10",0,"ENSMUSG00000042807","Hecw2","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2"
"chr1",54557872,54558157,286,"*","SRR11392448_bam_peak_119",31,".",3.12952,6.89676,3.14688,"Promoter (<=1kb)",1,54524284,54557684,33401,2,"241062","ENSMUST00000185817.1",-188,"ENSMUSG00000073678","Pgap1","post-GPI attachment to proteins 1"
"chr1",54925870,54926679,810,"*","SRR11392448_bam_peak_120",23,".",2.65538,5.73885,2.31158,"Promoter (<=1kb)",1,54645340,54926387,281048,2,"329154","ENSMUST00000179030.7",0,"ENSMUSG00000052331","Ankrd44","ankyrin repeat domain 44"
"chr1",55026258,55027744,1487,"*","SRR11392448_bam_peak_121",31,".",2.70644,6.83459,3.11206,"Promoter (<=1kb)",1,54985169,55027481,42313,2,"81898","ENSMUST00000027127.13",0,"ENSMUSG00000025982","Sf3b1","splicing factor 3b, subunit 1"
"chr1",55088376,55088699,324,"*","SRR11392448_bam_peak_122",17,".",2.33463,4.93284,1.73016,"Promoter (<=1kb)",1,55088314,55089915,1602,1,"15528","ENSMUST00000134628.1",62,"ENSMUSG00000073676","Hspe1","heat shock protein 1 (chaperonin 10)"
"chr1",55131352,55131829,478,"*","SRR11392448_bam_peak_123",21,".",2.43102,5.5108,2.14629,"Promoter (<=1kb)",1,55131326,55145383,14058,1,"19070","ENSMUST00000159743.1",26,"ENSMUSG00000025979","Mob4","MOB family member 4, phocein"
"chr1",55226378,55226678,301,"*","SRR11392448_bam_peak_124",19,".",2.76513,5.2668,1.97148,"Promoter (<=1kb)",1,55170159,55226782,56624,2,"74013","ENSMUST00000027121.14",104,"ENSMUSG00000025978","Rftn2","raftlin family member 2"
"chr1",55236918,55238744,1827,"*","SRR11392448_bam_peak_125",19,".",2.50051,5.22108,1.93723,"Promoter (<=1kb)",1,55237177,55248470,11294,1,"212679","ENSMUST00000061334.9",0,"ENSMUSG00000046994","Mars2","methionine-tRNA synthetase 2 (mitochondrial)"
"chr1",55405990,55407011,1022,"*","SRR11392448_bam_peak_126",16,".",2.23149,4.86896,1.68393,"Promoter (<=1kb)",1,55405921,55754285,348365,1,"227120","ENSMUST00000042986.9",69,"ENSMUSG00000038349","Plcl1","phospholipase C-like 1"
"chr1",56972385,56973417,1033,"*","SRR11392448_bam_peak_127",16,".",2.33974,4.83721,1.66059,"Promoter (<=1kb)",1,56793981,56972502,178522,2,"212712","ENSMUST00000042857.13",0,"ENSMUSG00000038331","Satb2","special AT-rich sequence binding protein 2"
"chr1",57406279,57407274,996,"*","SRR11392448_bam_peak_128",25,".",2.49859,6.07897,2.55653,"Promoter (<=1kb)",1,57406328,57417953,11626,1,"68115","ENSMUST00000027114.5",0,"ENSMUSG00000025971","Maip1","matrix AAA peptidase interacting protein 1"
"chr1",57969809,57970010,202,"*","SRR11392448_bam_peak_129",24,".",2.51315,5.88409,2.41497,"Promoter (<=1kb)",1,57956580,57970048,13469,2,"51960","ENSMUST00000159826.1",38,"ENSMUSG00000054770","Kctd18","potassium channel tetramerisation domain containing 18"
"chr1",57996050,57996271,222,"*","SRR11392448_bam_peak_130",37,".",3.11853,7.67388,3.70913,"Promoter (<=1kb)",1,57995971,58025899,29929,1,"68549","ENSMUST00000027202.8",79,"ENSMUSG00000026039","Sgo2a","shugoshin 2A"
"chr1",58392271,58393424,1154,"*","SRR11392448_bam_peak_131",24,".",2.59281,5.87704,2.41108,"Promoter (<=1kb)",1,58392898,58407353,14456,1,"66882","ENSMUST00000050552.14",0,"ENSMUSG00000051223","Bzw1","basic leucine zipper and W2 domains 1"
"chr1",58423702,58423930,229,"*","SRR11392448_bam_peak_132",30,".",2.74069,6.81918,3.09251,"Promoter (<=1kb)",1,58410189,58424066,13878,2,"12747","ENSMUST00000156931.7",136,"ENSMUSG00000026034","Clk1","CDC-like kinase 1"
"chr1",58444975,58445999,1025,"*","SRR11392448_bam_peak_133",17,".",2.34081,4.96141,1.74963,"Promoter (<=1kb)",1,58445151,58463456,18306,1,"65102","ENSMUST00000087521.12",0,"ENSMUSG00000026036","Nif3l1","Ngg1 interacting factor 3-like 1 (S. pombe)"
"chr1",58504562,58504926,365,"*","SRR11392448_bam_peak_134",20,".",2.41437,5.43134,2.08784,"Promoter (<=1kb)",1,58483698,58504925,21228,2,"18393","ENSMUST00000190695.1",0,"ENSMUSG00000026037","Orc2","origin recognition complex, subunit 2"
"chr1",58585748,58586995,1248,"*","SRR11392448_bam_peak_135",21,".",2.47541,5.57495,2.19313,"Promoter (<=1kb)",1,58522806,58586323,63518,2,"213056","ENSMUST00000161600.7",0,"ENSMUSG00000038174","Hycc2","hyccin PI4KA lipid kinase complex subunit 2"
"chr1",58652649,58653030,382,"*","SRR11392448_bam_peak_136",25,".",2.34103,6.01003,2.50718,"Promoter (<=1kb)",1,58652641,58655831,3191,1,"100504501","ENSMUST00000185352.1",8,"ENSMUSG00000121483","Gm20257","caspase 8 pseudogene"
"chr1",58711532,58711900,369,"*","SRR11392448_bam_peak_137",25,".",2.3841,6.11,2.57875,"Promoter (<=1kb)",1,58711534,58713889,2356,1,"12633","ENSMUST00000124567.1",0,"ENSMUSG00000026031","Cflar","CASP8 and FADD-like apoptosis regulator"
"chr1",58973055,58974140,1086,"*","SRR11392448_bam_peak_138",21,".",2.27799,5.54331,2.17053,"Promoter (<=1kb)",1,58973522,58981475,7954,1,"227154","ENSMUST00000123965.7",0,"ENSMUSG00000026027","Stradb","STE20-related kinase adaptor beta"
"chr1",59119625,59120381,757,"*","SRR11392448_bam_peak_139",22,".",2.47439,5.65285,2.24809,"Promoter (<=1kb)",1,59100590,59120094,19505,2,"381259","ENSMUST00000094917.9",0,"ENSMUSG00000038079","Tmem237","transmembrane protein 237"
"chr1",59670246,59671021,776,"*","SRR11392448_bam_peak_140",12,".",2.06484,4.26098,1.24817,"Promoter (<=1kb)",1,59586558,59670792,84235,2,"22218","ENSMUST00000191158.6",0,"ENSMUSG00000026021","Sumo1","small ubiquitin-like modifier 1"
"chr1",59685022,59685428,407,"*","SRR11392448_bam_peak_141",24,".",2.35732,5.897,2.42627,"Promoter (<=1kb)",1,59685054,59698422,13369,1,"55989","ENSMUST00000189327.6",0,"ENSMUSG00000026020","Nop58","NOP58 ribonucleoprotein"
"chr1",59762951,59764032,1082,"*","SRR11392448_bam_peak_142",17,".",2.4087,4.90708,1.71162,"Promoter (<=1kb)",1,59763400,59879014,115615,1,"12168","ENSMUST00000087435.6",0,"ENSMUSG00000067336","Bmpr2","bone morphogenetic protein receptor type 2"
"chr1",59764594,59764942,349,"*","SRR11392448_bam_peak_143",25,".",2.52326,6.08311,2.55895,"Promoter (1-2kb)",1,59763400,59879014,115615,1,"12168","ENSMUST00000087435.6",1194,"ENSMUSG00000067336","Bmpr2","bone morphogenetic protein receptor type 2"
"chr1",59912656,59913269,614,"*","SRR11392448_bam_peak_144",25,".",2.68151,6.08062,2.55741,"Promoter (<=1kb)",1,59913006,59985346,72341,1,"72750","ENSMUST00000036540.11",0,"ENSMUSG00000041040","Fam117b","family with sequence similarity 117, member B"
"chr1",60042925,60043560,636,"*","SRR11392448_bam_peak_145",18,".",2.54842,5.06402,1.82549,"Promoter (<=1kb)",1,59989068,60043087,54020,2,"70375","ENSMUST00000027172.12",0,"ENSMUSG00000026018","Ica1l","islet cell autoantigen 1-like"
"chr1",60097771,60098782,1012,"*","SRR11392448_bam_peak_146",28,".",2.69626,6.4175,2.80079,"Promoter (<=1kb)",1,60098247,60151032,52786,1,"241066","ENSMUST00000130075.7",0,"ENSMUSG00000026017","Carf","calcium response factor"
"chr1",60180670,60181050,381,"*","SRR11392448_bam_peak_147",15,".",2.29022,4.70182,1.56199,"Promoter (<=1kb)",1,60180599,60338328,157730,1,"269198","ENSMUST00000160834.7",71,"ENSMUSG00000073664","Nbeal1","neurobeachin like 1"
"chr1",60565350,60566333,984,"*","SRR11392448_bam_peak_148",13,".",2.19616,4.35064,1.31166,"Promoter (<=1kb)",1,60483236,60566765,83530,2,"77300","ENSMUST00000027168.11",432,"ENSMUSG00000026014","Raph1","Ras association (RalGDS/AF-6) and pleckstrin homology domains 1"
"chr1",61638687,61639071,385,"*","SRR11392448_bam_peak_149",11,".",2.33567,4.14717,1.16404,"Promoter (<=1kb)",1,61638824,62078259,439436,1,"72823","ENSMUST00000138768.7",0,"ENSMUSG00000052062","Pard3b","par-3 family cell polarity regulator beta"
"chr1",62702872,62703547,676,"*","SRR11392448_bam_peak_150",15,".",2.53252,4.68805,1.55391,"Promoter (<=1kb)",1,62703285,62739932,36648,1,"18187","ENSMUST00000126344.1",0,"ENSMUSG00000025969","Nrp2","neuropilin 2"
"chr1",62706521,62706939,419,"*","SRR11392448_bam_peak_151",16,".",2.23812,4.8008,1.63476,"Promoter (2-3kb)",1,62703702,62818695,114994,1,"18187","ENSMUST00000114157.2",2819,"ENSMUSG00000025969","Nrp2","neuropilin 2"
"chr1",63113480,63114019,540,"*","SRR11392448_bam_peak_152",23,".",2.51916,5.73843,2.31057,"Promoter (<=1kb)",1,63062164,63114255,52092,2,"227195","ENSMUST00000153992.1",236,"ENSMUSG00000040865","Ino80d","INO80 complex subunit D"
"chr1",63176128,63176640,513,"*","SRR11392448_bam_peak_153",20,".",2.22972,5.4345,2.09256,"Promoter (<=1kb)",1,63150066,63176663,26598,2,"227197","ENSMUST00000185847.1",23,"ENSMUSG00000025968","Ndufs1","NADH:ubiquinone oxidoreductase core subunit S1"
"chr1",63446059,63446564,506,"*","SRR11392448_bam_peak_154",14,".",2.45613,4.57987,1.47337,"Promoter (<=1kb)",1,63446211,63592912,146702,1,"23792","ENSMUST00000114103.7",0,"ENSMUSG00000025964","Adam23","a disintegrin and metallopeptidase domain 23"
"chr1",63730110,63730862,753,"*","SRR11392448_bam_peak_155",18,".",2.62159,5.14251,1.88067,"Promoter (<=1kb)",1,63730614,63754655,24042,1,"75619","ENSMUST00000027103.6",0,"ENSMUSG00000025962","Fastkd2","FAST kinase domains 2"
"chr1",64119457,64120348,892,"*","SRR11392448_bam_peak_156",20,".",2.35415,5.38815,2.05843,"Promoter (1-2kb)",1,64041926,64121482,79557,2,"93691","ENSMUST00000055001.9",1134,"ENSMUSG00000025959","Klf7","Kruppel-like transcription factor 7 (ubiquitous)"
"chr1",64121920,64122589,670,"*","SRR11392448_bam_peak_157",26,".",2.77953,6.18181,2.63001,"Promoter (<=1kb)",1,64079103,64122282,43180,2,"93691","ENSMUST00000135075.1",0,"ENSMUSG00000025959","Klf7","Kruppel-like transcription factor 7 (ubiquitous)"
"chr1",64531986,64532637,652,"*","SRR11392448_bam_peak_158",30,".",2.68628,6.70578,3.00897,"Promoter (<=1kb)",1,64532645,64597695,65051,1,"12912","ENSMUST00000185594.6",-8,"ENSMUSG00000025958","Creb1","cAMP responsive element binding protein 1"
"chr1",64533067,64533972,906,"*","SRR11392448_bam_peak_159",14,".",2.52815,4.54236,1.44868,"Promoter (<=1kb)",1,64532894,64597477,64584,1,"12912","ENSMUST00000190348.1",173,"ENSMUSG00000025958","Creb1","cAMP responsive element binding protein 1"
"chr1",64616934,64617697,764,"*","SRR11392448_bam_peak_160",27,".",2.57384,6.30968,2.72297,"Promoter (<=1kb)",1,64606473,64617242,10770,2,"67099","ENSMUST00000114079.8",0,"ENSMUSG00000025956","Mettl21a","methyltransferase 21A, HSPA lysine"
"chr1",64691074,64691525,452,"*","SRR11392448_bam_peak_161",14,".",2.26189,4.54365,1.44899,"Promoter (<=1kb)",1,64691183,64711453,20271,1,"227210","ENSMUST00000187638.6",0,"ENSMUSG00000070871","Ccnyl1","cyclin Y-like 1"
"chr1",64737131,64737712,582,"*","SRR11392448_bam_peak_162",16,".",2.58555,4.7751,1.61698,"Promoter (<=1kb)",1,64734469,64737749,3281,2,"14367","ENSMUST00000116133.3",37,"ENSMUSG00000045005","Fzd5","frizzled class receptor 5"
"chr1",64918840,64919284,445,"*","SRR11392448_bam_peak_163",16,".",3.64857,4.79892,1.63373,"Intron (ENSMUST00000139649.7/241075, intron 3 of 8)",1,64860298,64928097,67800,2,"241075","ENSMUST00000140857.1",8813,"ENSMUSG00000051344","Plekhm3","pleckstrin homology domain containing, family M, member 3"
"chr1",64956211,64957015,805,"*","SRR11392448_bam_peak_164",19,".",2.42769,5.22756,1.94255,"Promoter (<=1kb)",1,64785983,64956824,170842,2,"241075","ENSMUST00000139649.7",0,"ENSMUSG00000051344","Plekhm3","pleckstrin homology domain containing, family M, member 3"
"chr1",65122836,65123141,306,"*","SRR11392448_bam_peak_165",15,".",2.94208,4.65159,1.5285,"Promoter (<=1kb)",1,65108719,65123114,14396,2,"98303","ENSMUST00000153330.2",0,"ENSMUSG00000044816","D630023F18Rik","RIKEN cDNA D630023F18 gene"
"chr1",65178733,65179085,353,"*","SRR11392448_bam_peak_166",25,".",2.4912,6.13728,2.59882,"Promoter (<=1kb)",1,65158616,65179181,20566,2,"15926","ENSMUST00000097709.10",96,"ENSMUSG00000025950","Idh1","isocitrate dehydrogenase 1 (NADP+), soluble"
"chr1",65186329,65187058,730,"*","SRR11392448_bam_peak_167",33,".",2.68235,7.12635,3.31664,"Promoter (<=1kb)",1,65158618,65186479,27862,2,"15926","ENSMUST00000169032.7",0,"ENSMUSG00000025950","Idh1","isocitrate dehydrogenase 1 (NADP+), soluble"
"chr1",66175382,66175726,345,"*","SRR11392448_bam_peak_168",23,".",2.49057,5.79557,2.35164,"Promoter (<=1kb)",1,66175471,66322439,146969,1,"17756","ENSMUST00000124873.7",0,"ENSMUSG00000015222","Map2","microtubule-associated protein 2"
"chr1",66322147,66322580,434,"*","SRR11392448_bam_peak_169",20,".",2.85247,5.32166,2.00974,"Promoter (<=1kb)",1,66322102,66401486,79385,1,"17756","ENSMUST00000123647.7",45,"ENSMUSG00000015222","Map2","microtubule-associated protein 2"
"chr1",66468038,66468629,592,"*","SRR11392448_bam_peak_170",17,".",2.52069,4.96073,1.74924,"Promoter (<=1kb)",1,66468367,66699148,230782,1,"329178","ENSMUST00000061620.16",0,"ENSMUSG00000055567","Unc80","unc-80, NALCN activator"
"chr1",66700953,66701461,509,"*","SRR11392448_bam_peak_171",28,".",2.56323,6.48546,2.84875,"Promoter (<=1kb)",1,66700907,66718019,17113,1,"66646","ENSMUST00000190404.1",46,"ENSMUSG00000026005","Rpe","ribulose-5-phosphate-3-epimerase"
"chr1",66817255,66817940,686,"*","SRR11392448_bam_peak_172",14,".",2.34264,4.47611,1.40147,"Promoter (<=1kb)",1,66719363,66817546,98184,2,"68691","ENSMUST00000068168.9",0,"ENSMUSG00000026004","Kansl1l","KAT8 regulatory NSL complex subunit 1-like"
"chr1",66863033,66863448,416,"*","SRR11392448_bam_peak_173",16,".",2.3768,4.88666,1.69715,"Promoter (<=1kb)",1,66830839,66863277,32439,2,"11363","ENSMUST00000027153.5",0,"ENSMUSG00000026003","Acadl","acyl-Coenzyme A dehydrogenase, long-chain"
"chr1",67038618,67039132,515,"*","SRR11392448_bam_peak_174",20,".",2.33626,5.4208,2.08192,"Promoter (<=1kb)",1,67000517,67038865,38349,2,"14768","ENSMUST00000027149.11",0,"ENSMUSG00000026000","Lancl1","LanC (bacterial lantibiotic synthetase component C)-like 1"
"chr1",69687612,69687979,368,"*","SRR11392448_bam_peak_175",24,".",2.71979,5.90432,2.43048,"Promoter (<=1kb)",1,69538582,69687245,148664,2,"22779","ENSMUST00000187184.6",-367,"ENSMUSG00000025997","Ikzf2","IKAROS family zinc finger 2"
"chr1",71102279,71103078,800,"*","SRR11392448_bam_peak_176",29,".",2.80939,6.63719,2.95967,"Promoter (<=1kb)",1,71027498,71103146,75649,2,"12021","ENSMUST00000027393.7",68,"ENSMUSG00000026196","Bard1","BRCA1 associated RING domain 1"
"chr1",71557015,71557591,577,"*","SRR11392448_bam_peak_177",12,".",2.33317,4.32251,1.29056,"Promoter (<=1kb)",1,71557150,71579631,22482,1,"108147","ENSMUST00000027384.5",0,"ENSMUSG00000026192","Atic","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase"
"chr1",72211911,72212247,337,"*","SRR11392448_bam_peak_178",14,".",2.53295,4.51098,1.42655,"Promoter (<=1kb)",1,72159442,72212307,52866,2,"381269","ENSMUST00000048860.8",60,"ENSMUSG00000039395","Mreg","melanoregulin"
"chr1",72225764,72226117,354,"*","SRR11392448_bam_peak_179",19,".",2.89656,5.29727,1.99285,"Distal Intergenic",1,72159442,72212307,52866,2,"381269","ENSMUST00000048860.8",-13457,"ENSMUSG00000039395","Mreg","melanoregulin"
"chr1",72284039,72284806,768,"*","SRR11392448_bam_peak_180",22,".",2.70645,5.67996,2.26871,"Promoter (<=1kb)",1,72259167,72284259,25093,2,"111175","ENSMUST00000134840.7",0,"ENSMUSG00000026189","Pecr","peroxisomal trans-2-enoyl-CoA reductase"
"chr1",72307500,72307908,409,"*","SRR11392448_bam_peak_181",27,".",2.70696,6.3574,2.75657,"Promoter (<=1kb)",1,72307427,72394952,87526,1,"22596","ENSMUST00000027379.9",73,"ENSMUSG00000026187","Xrcc5","X-ray repair complementing defective repair in Chinese hamster cells 5"
"chr1",72535713,72536354,642,"*","SRR11392448_bam_peak_182",11,".",2.49665,4.17172,1.18266,"Promoter (<=1kb)",1,72427112,72536930,109819,2,"381270","ENSMUST00000047786.5",576,"ENSMUSG00000039372","Marchf4","membrane associated ring-CH-type finger 4"
"chr1",72583299,72583657,359,"*","SRR11392448_bam_peak_183",30,".",2.60636,6.71529,3.01456,"Promoter (<=1kb)",1,72583615,72633134,49520,1,"54380","ENSMUST00000152225.1",0,"ENSMUSG00000039354","Smarcal1","SNF2 related chromatin remodeling ATPase like 1"
"chr1",72711357,72712047,691,"*","SRR11392448_bam_peak_184",21,".",2.48337,5.4703,2.11819,"Promoter (<=1kb)",1,72711758,72713617,1860,1,"19981","ENSMUST00000212335.1",0,"ENSMUSG00000046330","Rpl37a","ribosomal protein L37a"
